,lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,age_group,demo_watched_date,language,watched_percentage,jnr_sm_id,lead_stage,call_done_date,call_status,call_reason
44,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,lead,1/15/2022,successful,lead_introduction
45,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,lead,1/16/2022,successful,demo_schedule
46,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,lead,1/20/2022,unsuccessful,demo_not_attended
47,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,lead,1/20/2022,successful,demo_not_attended
48,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,awareness,1/20/2022,successful,post_demo_followup
49,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,consideration,1/21/2022,unsuccessful,interested_for_conversion
50,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,consideration,1/22/2022,successful,followup_for_conversion
51,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,consideration,1/21/2022,successful,interested_for_conversion
52,USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,20-22,1/17/2022,Telugu,44,JNR1001MG,conversion,1/22/2022,successful,successful_conversion
53,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,lead,1/15/2022,successful,lead_introduction
54,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,lead,1/16/2022,successful,demo_schedule
55,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,lead,1/17/2022,successful,demo_not_attended
56,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,awareness,1/17/2022,successful,post_demo_followup
57,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,consideration,1/18/2022,successful,interested_for_conversion
58,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,consideration,1/19/2022,successful,followup_for_conversion
59,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,consideration,1/18/2022,unsuccessful,interested_for_conversion
60,USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,20-22,1/16/2022,Telugu,46,JNR1001MG,conversion,1/19/2022,successful,successful_conversion
61,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,lead,1/17/2022,unsuccessful,lead_introduction
62,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,lead,1/18/2022,successful,lead_introduction
63,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,lead,1/20/2022,unsuccessful,demo_schedule
64,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,lead,1/18/2022,successful,demo_schedule
65,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,lead,1/19/2022,successful,demo_not_attended
66,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,awareness,1/19/2022,successful,post_demo_followup
67,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,consideration,1/20/2022,unsuccessful,interested_for_conversion
68,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,consideration,1/21/2022,successful,followup_for_conversion
69,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,consideration,1/20/2022,successful,interested_for_conversion
70,USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,20-22,1/18/2022,Telugu,50,JNR1001MG,conversion,1/21/2022,successful,successful_conversion
71,USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,20-22,1/18/2022,Telugu,51,JNR1001MG,lead,1/17/2022,successful,lead_introduction
72,USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,20-22,1/18/2022,Telugu,51,JNR1001MG,lead,1/18/2022,successful,demo_schedule
73,USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,20-22,1/18/2022,Telugu,51,JNR1001MG,awareness,1/19/2022,successful,post_demo_followup
74,USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,23-25,1/18/2022,Hindi,44,JNR1001MG,lead,1/15/2022,unsuccessful,lead_introduction
75,USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,23-25,1/18/2022,Hindi,44,JNR1001MG,lead,1/16/2022,successful,lead_introduction
76,USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,23-25,1/18/2022,Hindi,44,JNR1001MG,lead,1/18/2022,successful,demo_schedule
77,USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,23-25,1/18/2022,Hindi,44,JNR1001MG,awareness,1/19/2022,successful,post_demo_followup
78,USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,23-25,1/18/2022,Hindi,44,JNR1001MG,awareness,1/20/2022,successful,followup_for_consideration
79,USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,16-19,2/21/2022,English,47,JNR1001MG,lead,2/19/2022,successful,lead_introduction
80,USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,16-19,2/21/2022,English,47,JNR1001MG,lead,2/19/2022,successful,demo_schedule
81,USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,16-19,2/21/2022,English,47,JNR1001MG,awareness,2/21/2022,successful,post_demo_followup
82,USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,16-19,2/21/2022,English,47,JNR1001MG,lead,2/21/2022,unsuccessful,demo_not_attended
83,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,lead,2/19/2022,successful,lead_introduction
84,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,lead,2/19/2022,successful,demo_schedule
85,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,awareness,2/19/2022,successful,post_demo_followup
86,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,awareness,2/20/2022,successful,followup_for_consideration
87,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,consideration,2/21/2022,successful,interested_for_conversion
88,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,consideration,2/21/2022,successful,followup_for_conversion
89,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,consideration,2/21/2022,successful,followup_for_conversion
90,USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,23-25,2/19/2022,English,42,JNR1001MG,conversion,2/21/2022,successful,successful_conversion
91,USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,20-22,2/21/2022,Hindi,38,JNR1001MG,lead,2/19/2022,successful,lead_introduction
92,USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,20-22,2/21/2022,Hindi,38,JNR1001MG,lead,2/21/2022,successful,demo_schedule
93,USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,20-22,2/21/2022,Hindi,38,JNR1001MG,awareness,2/21/2022,successful,post_demo_followup
94,USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,23-25,2/21/2022,English,36,JNR1001MG,lead,2/19/2022,unsuccessful,lead_introduction
95,USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,23-25,2/21/2022,English,36,JNR1001MG,lead,2/20/2022,successful,lead_introduction
96,USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,23-25,2/21/2022,English,36,JNR1001MG,lead,2/21/2022,successful,demo_schedule
97,USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,23-25,2/21/2022,English,36,JNR1001MG,awareness,2/22/2022,successful,post_demo_followup
98,USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,16-19,1/2/2022,English,100,JNR1002MG,lead,1/1/2022,successful,lead_introduction
99,USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,16-19,1/2/2022,English,100,JNR1002MG,lead,1/2/2022,successful,demo_schedule
100,USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,16-19,1/2/2022,English,100,JNR1002MG,awareness,1/3/2022,successful,post_demo_followup
101,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,lead,1/1/2022,successful,lead_introduction
102,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,lead,1/3/2022,successful,demo_schedule
103,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,awareness,1/7/2022,successful,post_demo_followup
104,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,consideration,1/8/2022,successful,interested_for_conversion
105,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,consideration,1/9/2022,successful,followup_for_conversion
106,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,consideration,1/9/2022,successful,followup_for_conversion
107,USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,23-25,1/4/2022,Telugu,5,JNR1002MG,conversion,1/9/2022,successful,successful_conversion
108,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,lead,1/1/2022,unsuccessful,lead_introduction
109,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,lead,1/1/2022,successful,lead_introduction
110,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,lead,1/1/2022,successful,demo_schedule
111,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,lead,1/1/2022,successful,demo_not_attended
112,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,awareness,1/1/2022,successful,post_demo_followup
113,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,consideration,1/2/2022,successful,interested_for_conversion
114,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,consideration,1/3/2022,successful,followup_for_conversion
115,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,consideration,1/3/2022,successful,followup_for_conversion
116,USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,20-22,1/1/2022,Telugu,52,JNR1002MG,conversion,1/3/2022,successful,successful_conversion
117,USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,20-22,1/2/2022,Telugu,53,JNR1002MG,lead,1/2/2022,successful,lead_introduction
118,USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,20-22,1/2/2022,Telugu,53,JNR1002MG,lead,1/2/2022,successful,demo_schedule
119,USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,20-22,1/2/2022,Telugu,53,JNR1002MG,awareness,1/3/2022,successful,post_demo_followup
120,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,lead,1/3/2022,unsuccessful,lead_introduction
121,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,lead,1/4/2022,successful,lead_introduction
122,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,lead,1/4/2022,successful,demo_schedule
123,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,awareness,1/6/2022,successful,post_demo_followup
124,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,awareness,1/7/2022,successful,followup_for_consideration
125,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,consideration,1/8/2022,successful,interested_for_conversion
126,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,awareness,1/7/2022,successful,followup_for_consideration
127,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,consideration,1/8/2022,successful,followup_for_conversion
128,USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,23-25,1/6/2022,English,8,JNR1002MG,conversion,1/8/2022,successful,successful_conversion
129,USR1026,18,MALE,Kochi,B.Tech,Business,SEO,16-19,1/10/2022,English,10,JNR1002MG,lead,1/8/2022,successful,lead_introduction
130,USR1026,18,MALE,Kochi,B.Tech,Business,SEO,16-19,1/10/2022,English,10,JNR1002MG,lead,1/10/2022,successful,demo_schedule
131,USR1026,18,MALE,Kochi,B.Tech,Business,SEO,16-19,1/10/2022,English,10,JNR1002MG,awareness,1/10/2022,successful,post_demo_followup
132,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,lead,1/8/2022,successful,lead_introduction
133,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,lead,1/9/2022,successful,demo_schedule
134,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,lead,1/10/2022,successful,demo_not_attended
135,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,awareness,1/10/2022,successful,post_demo_followup
136,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,consideration,1/11/2022,successful,interested_for_conversion
137,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,consideration,1/12/2022,successful,followup_for_conversion
138,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,consideration,1/11/2022,unsuccessful,followup_for_conversion
139,USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,23-25,1/9/2022,English,11,JNR1002MG,consideration,1/12/2022,successful,followup_for_conversion
140,USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,16-19,1/10/2022,Telugu,50,JNR1002MG,lead,1/8/2022,unsuccessful,lead_introduction
141,USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,16-19,1/10/2022,Telugu,50,JNR1002MG,lead,1/8/2022,successful,lead_introduction
142,USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,16-19,1/10/2022,Telugu,50,JNR1002MG,lead,1/9/2022,successful,demo_schedule
143,USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,16-19,1/10/2022,Telugu,50,JNR1002MG,awareness,1/10/2022,successful,post_demo_followup
144,USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,23-25,1/10/2022,Telugu,14,JNR1002MG,lead,1/8/2022,successful,lead_introduction
145,USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,23-25,1/10/2022,Telugu,14,JNR1002MG,lead,1/10/2022,successful,demo_schedule
146,USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,23-25,1/10/2022,Telugu,14,JNR1002MG,awareness,1/10/2022,successful,post_demo_followup
147,USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,20-22,1/11/2022,Telugu,17,JNR1002MG,lead,1/8/2022,unsuccessful,lead_introduction
148,USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,20-22,1/11/2022,Telugu,17,JNR1002MG,lead,1/9/2022,successful,lead_introduction
149,USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,20-22,1/11/2022,Telugu,17,JNR1002MG,lead,1/10/2022,successful,demo_schedule
150,USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,20-22,1/11/2022,Telugu,17,JNR1002MG,awareness,1/11/2022,successful,post_demo_followup
151,USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,20-22,1/11/2022,Telugu,17,JNR1002MG,awareness,1/12/2022,successful,followup_for_consideration
152,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,lead,1/15/2022,successful,lead_introduction
153,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,lead,1/17/2022,successful,demo_schedule
154,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,awareness,1/17/2022,successful,post_demo_followup
155,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,awareness,1/18/2022,successful,followup_for_consideration
156,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,consideration,1/19/2022,successful,interested_for_conversion
157,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,consideration,1/19/2022,successful,followup_for_conversion
158,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,consideration,1/19/2022,successful,followup_for_conversion
159,USR1031,22,FEMALE,Bengaluru,Looking for Job,Government Employee,email_marketing,20-22,1/17/2022,English,20,JNR1002MG,conversion,1/19/2022,successful,successful_conversion
160,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,lead,1/15/2022,successful,lead_introduction
161,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,lead,1/15/2022,successful,demo_schedule
162,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,awareness,1/16/2022,successful,post_demo_followup
163,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,lead,1/16/2022,successful,demo_not_attended
164,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,awareness,1/17/2022,successful,followup_for_consideration
165,USR1032,25,MALE,Bengaluru,Looking for Job,Government Employee,email_marketing,23-25,1/16/2022,English,23,JNR1002MG,consideration,1/17/2022,successful,interested_for_conversion
